school_name,address,postal_code,mrt_desc,bus_desc,dgp_code,zone_code
ADMIRALTY PRIMARY SCHOOL,11   WOODLANDS CIRCLE,738907,Admiralty Station,"TIBS 965, 964, 913",WOODLANDS,NORTH
